DV2,DV1,Productissues,BO,Advertisingassets,RDassets,Size,Profit,Liquidity,Leverage,Capitalintensity,Retainedearnings,Relativeperformance,Concentration,Salesgrowth,Salesturbulence,Industrycompetition,Industrygrowth,Industryturbulence,fyear
-2.555361,-.58172137,-.089604594,.45386699,-.24351603,-.47213367,1.3577631,-.0088118166,-.78655899,1.5626017,1.991161,.093393385,-.15831122,-.31330505,-.4716247,-.31417605,.30188492,-.12029638,-.35139063,2020
-4.2947564,.029563174,-.089604594,-.64160669,-.24351603,.032206368,-.6499927,.11602388,1.7519715,-.99638402,-.73573548,.34871799,-.15056022,-.5278033,.88568985,-.29201543,-.73919654,.87132847,-.4832966,2007
-5.0021663,1.0740029,-.089604594,-.42783451,-.24351603,.21836479,-.64430076,-.043075338,.74789584,-.99638402,-.56622607,.34247014,-.14398825,-.54254252,.49975616,.094400853,-.75680512,-.11032198,.61018473,2008
-4.7305532,.55574036,-.089604594,-.65690279,-.24351603,.34265673,-.66572618,-.32391289,.60373199,-.99638402,-.56266981,.31891671,-.15825704,-.52978951,-.36467829,.4617779,-.78202295,-.94114006,.48358297,2009
-4.8951354,-.24246357,-.089604594,-.28569284,-.24351603,.35971314,-.61262357,.29282165,.79112715,-.99638402,-.6028282,.31159246,-.15158209,-.52214676,-1.1922889,-.14950314,-.63047242,-1.396577,.37944645,2010
-3.1163557,.11053281,-.089604594,-.54784048,-.24351603,.44868731,-.6188907,.19644174,1.1366148,-.99638402,-.64352667,.32256484,-.15031826,-.52149212,-.41842997,1.2302295,-.58774245,-.95803201,1.0437707,2011
-3.9175692,.98833913,-.089604594,-.093061551,-.24351603,.58981854,-.65837568,-.12688856,1.2390635,-.99638402,-.62067461,.32029983,-.15293826,-.53136438,.23158066,.90624899,-.35640854,.31707239,.17172091,2012
-3.6376264,.71144778,-.089604594,-.10052309,-.24351603,.69856656,-.64243126,-.37004334,.31457129,-.99638402,-.6271413,.28289962,-.15943597,-.50846487,.013588993,1.2701533,-.4054442,.18148932,.32770142,2013
-3.9414976,.72195888,-.089604594,-.11047175,-.24351603,.74247152,-.63740355,.088401616,.57201946,-.99638402,-.71236253,.26796326,-.15092774,-.48727256,-.37931979,1.223292,-.48613989,-.062886015,.30761525,2014
-5.0476928,.73897314,-.089604594,.11399527,-.24351603,.74583018,-.64254582,.088578023,.96448421,-.99638402,-.94060791,.25314721,-.1551934,-.45302716,-.62669724,.5544737,-.50670284,-.216746,.020939255,2015
-1.6203281,.49564511,-.089604594,.23524478,-.24351603,.75054783,-.64229876,.058938432,1.0374368,-.99638402,-.95471305,.24402034,-.15036739,-.467738,-.43571472,.48130053,-.4713544,-.097961664,-.010425013,2016
-1.7593254,1.2762674,-.089604594,-.31292737,-.24351603,.57068533,-.54135591,.33907452,1.0073203,-.91824567,-.77552712,.25577712,-.073578387,-.48173115,-.13622397,.17903338,-.42030805,.088310964,-.13998598,2017
-2.6956151,.69298643,-.089604594,-.57209033,-.24351603,-.040060814,-.030625282,-.094256766,-.070559658,.93938386,-.87439567,.17802508,-.095177665,-.48676217,-.13289614,.11016905,-.30196607,.090380765,-.16950333,2018
-4.7190404,.91192669,-.089604594,.30787015,-.24351603,.08878696,-.056850024,-.23785977,-.15174818,.61781657,-.6787315,.15611538,-.059361137,-.49897993,.16540584,.39031732,-.29394117,.27591401,-.049423203,2019
-4.9440169,.67169505,-.089604594,.31296873,-.24351603,.19178522,-.050845906,-.030474467,-.077617921,-.0065818718,-.73226339,.16006367,-.12987861,-.50168645,.97227299,-.16544737,-.31372631,.77775675,-.28764099,2020
-3.3747029,-.29114893,-.089604594,-.25621989,-.24351603,-.47216991,.54604465,.43793169,.48684224,.1184594,.10278606,.28026882,-.15421742,-.554398,1.5701723,-.2799274,-.27576342,.54288524,-.23132028,2007
-2.8370638,-.55615616,-.089604594,-.6795361,-.24351603,-.47216991,.70708984,.21760055,.060640551,.88532752,.24256141,.26147273,-.15489846,-.554398,1.132688,-.37905595,-.42327601,.25338298,-.13391228,2008
-3.3906534,-.29799145,-.089604594,-1.1023548,-.24351603,-.47216991,.57699054,.042377096,.098816954,1.271899,1.01761,.28264916,-.15184183,-.554398,.74063021,-.59040797,-.52064604,.16610573,-.24664462,2009
-3.8983624,-.4085556,-.089604594,-1.2282056,-.24351603,-.47216991,.57958305,-.16092901,-.055608898,1.7520748,.80396497,.25525764,-.15887769,-.55257726,-.22011574,.67494172,-.5598346,-.2487888,.16305384,2010
-3.802855,-.39085346,-.089604594,-1.5049032,-.24351603,-.47216991,.57637155,-.12138665,.027244549,1.8143063,.61175323,.24599351,-.15924411,-.55139422,-.89702046,.71120656,-.48486406,-.3383882,.1616853,2011
-3.6069753,-.15332767,-.089604594,-1.5049032,-.24351603,-.47216991,.54136109,.26616374,.43659544,1.5678434,.53011948,.25946555,-.14993834,-.54770952,-.97667927,.60134339,-.5101065,-.18785013,.21293254,2012
-3.6110985,-.12610689,-.089604594,-1.5049032,-.24351603,-.47216991,.54932004,.10746727,.75522172,1.4704529,.40501177,.2589756,-.15149136,-.5472073,-.90181559,.68400055,-.49940759,-.29546332,.18782504,2013
-3.5674393,-.065062203,-.089604594,-1.5049032,-.24351603,-.47216991,.57712525,.13263594,.74142194,1.2816194,.29036829,.25929317,-.15050204,-.54269266,-.34944594,-.18722475,-.45954403,.064382002,-.14803116,2014
-3.6603761,.097776502,-.089604594,-1.5049032,-.24351603,-.47216991,.53093064,.21408749,.98978531,1.3614684,.36095619,.26840758,-.14860623,-.53750747,-.47976139,-.15697376,-.42946336,-1.318556,.90576875,2015
-3.3776946,-.030526405,-.089604594,-1.5049032,-.24351603,-.47216991,.49264529,.11442938,.45086792,1.0820276,.51089019,.28367135,-.1537679,-.53459579,-1.0086756,-.63950932,-.48320028,-1.396577,.82095897,2016
-3.6231892,.045220174,-.089604594,-1.5049032,-.24351603,-.47216991,.46634975,.065020517,.35045865,.51773787,.9562788,.29289588,-.15536122,-.554398,-1.3561618,-.45033398,-.43912777,-1.396577,1.8386815,2017
-3.4150193,.38899931,-.089604594,-1.2178838,-.24351603,-.47216991,.52416199,.18497862,.79333001,.74143189,.74427485,.28496143,-.15522406,-.54254341,-1.4102433,-.36565056,-.46265572,-1.396577,1.8386815,2018
-3.9438884,-.79744709,-.089604594,.065619826,-.24351603,-.34679291,1.3075683,.59171993,-.58123416,-.77930969,1.1870828,.087876685,-.12143956,-.554398,.48590314,-.4689081,1.082131,-1.396577,.95198214,2007
-3.9652531,-.19894478,-.089604594,-.062344991,-.24351603,-.32757378,1.4289918,.6736871,-.82579046,-.45380521,1.3905516,.17534307,-.090973146,-.554398,.58327997,-.85841596,1.2841843,-1.396577,1.7466027,2008
-3.0023351,-.11906996,-.089604594,-.14653566,-.24351603,-.31369582,1.4808779,.40177974,-.56076407,-.65000337,1.0739909,.20267725,-.095737152,-.554398,.25943708,-.68373656,.95626116,-1.396577,1.8386815,2009
-2.6659269,-.22622223,-.089604594,.13264908,-.24351603,-.32076892,1.5804659,.57726794,-.17044193,-.60154414,.89005488,.24021277,-.063559331,-.554398,-.19914505,-.32464245,.88190436,1.03605,1.8386815,2010
-3.3608098,.057628039,-.089604594,.59538692,-.24351603,-.30993468,1.5878561,.42776147,-.31742403,-.39692175,1.1226991,.2608625,-.0014002997,-.554398,-.21649888,-.36604673,.99138749,-.22632606,1.8386815,2011
-3.4718292,.032392517,-.089604594,1.0623528,-.24351603,-.29579577,1.5878561,.25848106,-.18327637,-.12758385,.98761511,.26678491,.18772186,-.554398,.02036063,-.1256651,.79225653,-.52467728,1.8386815,2012
-2.5804334,-.031909484,.23021112,.47936043,-.24351603,-.26511607,1.5878561,.29902223,-.24528283,-.35119212,.87732494,.28256485,-.13388993,-.554398,.18774812,-.33908415,.88335651,-1.396577,1.8386815,2013
-2.9177053,-.075723879,-.089604594,.40934661,-.24351603,-.24837582,1.5878561,.35302711,-.18430392,-.44078681,1.3833351,.27952734,-.13120057,-.554398,.11024977,-.30965951,.83251071,1.3876786,1.8386815,2014
-2.9906671,.0040899133,-.089604594,.1290426,-.24351603,-.21716633,1.5878561,.21032108,-.54054207,-.010473835,1.49913,.28969276,-.13297144,-.554398,.029760657,-.40283099,.71924329,1.3876786,1.8348533,2015
-2.622854,.2379998,-.089604594,.074200533,-.24351603,-.19781221,1.5878561,.55590063,-.36963466,-.17833164,1.5408446,.32973519,-.1149388,-.554398,-.16941161,-.42269227,.74695933,1.3876786,.93095106,2016
-2.338809,.16198264,.23021112,.88340104,-.24351603,-.17227882,1.5878561,-.052213151,-.47514287,-.12589936,1.9188805,.33096635,-.13227901,-.554398,-.18951227,-.43777865,.8788684,1.1084663,.7549572,2017
-2.3441665,.025230547,-.089604594,.49403465,-.24351603,-.14328215,1.5878561,.17740011,-.81567925,.11648132,2.1182985,.3333047,-.14555562,-.554398,-.18733144,-.46350381,1.2725629,.056523938,-.41539711,2018
-2.5816505,.33137748,-.089604594,.97032762,-.24351603,-.15062538,1.5878561,.15503278,-.81047767,.50297588,2.1238809,.32401434,-.13854364,-.554398,-.21925919,-.51503634,.20385361,.03666601,-.43748552,2019
-2.4037845,-.16833782,-.089604594,.73628497,-.24351603,-.15045553,1.5878561,.088033803,-.80422825,.33123088,2.0684845,.31512079,-.14574772,-.554398,-.050727207,-.79768366,.011225466,.14148693,-.55863684,2020
-1.9138688,-.26607662,-.089604594,-1.0733793,-.24351603,-.22491175,.7404778,-.32303828,-.093720414,1.2095675,.55597144,.046773966,-.088501647,-.554398,-.68117023,-.80404115,-.93909484,1.3876786,1.8386815,2009
-2.1070595,-.31778687,-.089604594,.41680804,-.24351603,-.21185263,.74402803,.028742149,-.0064427699,.53148884,.37932903,.046619467,-.029543361,-.554398,-1.1947696,.083861239,-.90663081,1.3876786,1.8386815,2010
-2.0869899,-.49364069,-.089604594,.92419064,-.24351603,-.24781953,.76444215,.1876023,-.035896868,.85649288,.236421,.05296614,-.099317059,-.554398,-1.3489506,.056030463,-.92335606,.54558837,1.5491607,2011
-2.2300637,-.44980487,-.089604594,.90292537,-.24351603,-.2597338,.74855667,.25644016,.09292087,.55683041,.22786286,.055850238,-.12897642,-.554398,-.95653301,.62267387,-.90035182,-.42189214,.050171927,2012
-1.9691459,-.48394749,-.089604594,.51057434,-.24351603,-.27093855,.74705172,.21380566,.34201735,1.0101408,.21513006,.056572866,-.11388002,-.554398,-.45803899,.53647196,-.88491124,-.11184656,.013223158,2013
-1.8873179,-.51800352,-.089604594,-.144546,-.24351603,-.26865503,.72665483,.29453084,.21143758,.75819898,.21325368,.053313278,-.083862677,-.554398,-.059941981,-.090409987,-.90564561,.13575566,-.25547767,2014
-2.1646216,-.37591994,-.089604594,.81500387,-.24351603,-.24385276,.65929097,.16557579,.094370537,1.3923861,.4095729,.035205513,-.12058502,-.554398,-.50369143,-.2539486,-.86581159,-.14024076,-.32557532,2015
-2.0329561,-.21785808,-.089604594,.56889856,-.24351603,-.26846614,.71928394,.5528512,-.4366135,1.0967854,.54145879,.081135564,-.13511011,-.55412596,-.9143461,-.85841596,-.86458689,-.3956534,-.59376311,2016
-1.9389392,-.29724941,-.089604594,.40959528,-.24351603,-.28725657,.79637033,.10027546,-.45176148,.54834604,.72644579,.081632376,-.12073095,-.554398,-.9169479,-.85841596,-.7913335,-.39727163,-.59376311,2017
-1.488479,-.32890001,-.089604594,.6634109,-.24351603,-.28814849,.82080573,.31232467,-.51623398,1.6294826,.67893016,.10408113,-.097307988,-.554398,-.51419705,-.23002216,-.84698331,-.14677489,-.31531972,2018
-1.8549585,.13041657,-.089604594,.50734109,-.24351603,-.31322899,.92330831,.14728241,-.58338618,1.7322495,.84089142,.13722761,-.12197514,-.554398,-.072305389,-.12378204,-.85506773,.12806606,-.26978195,2019
-1.7969382,-.10824707,-.089604594,.70469803,-.24351603,-.29887158,.93432736,.0038388879,-.58235276,1.6826026,.79419273,.13183206,-.12506442,-.554398,.23108247,-.53620923,-.80592269,.31676254,-.44656086,2020
-3.5265226,-.091134302,-.089604594,.48346427,-.24351603,-.33686173,1.3788704,.30153748,-1.1589999,-.34486374,-.88757455,.28980565,-.14092755,-.51294965,.82560813,-.70471507,-.67795891,.22939773,-.59376311,2007
-3.9671681,.15686528,-.089604594,.97517753,-.24351603,-.26170468,1.3794067,.32518414,-1.0768858,-.29472825,-.88798267,.30128214,-.14295939,-.554398,.74095058,-.85841596,-.68594164,.25771418,-.53689963,2008
-3.0462418,.11988776,-.089604594,1.1191847,-.24351603,-.24223329,1.4379995,.25827345,-.86423129,-.40013015,-.91967392,.31114757,-.14313142,-.554398,.58334827,-.85841596,-.65042752,.39283979,-.4328301,2009
-3.3179965,.36015105,.23021112,1.7348834,-.24351603,-.22003625,1.5027316,.34687066,-.94511408,-.53406215,-.94910431,.31785858,-.13946225,-.554398,.13500594,-.17578164,-.55569148,.36627206,-.47381088,2010
-4.4195404,.24135897,-.089604594,1.7391117,-.24351603,-.23863572,1.5878561,.28188518,-1.1377012,-.21732578,-.84545624,.29410049,-.13534975,-.55128157,-.05901403,-.34509328,-.42348641,.30363616,-.48084861,2011
-4.3830142,.25941369,-.089604594,1.4048362,-.24351603,-.21708469,1.5878561,.30282149,-.97710431,-.32142606,-.87789404,.30391625,-.14374234,-.54774594,.079010747,-.18196544,-.37986919,.19584379,-.51853323,2012
-2.8354776,.28105798,-.089604594,1.7391117,-.24351603,-.18935202,1.5878561,.33484924,-.83089072,-.65925723,-.88553089,.32343858,-.01498893,-.54659259,.29304773,-.18620636,-.37762353,.058715742,-.56168073,2013
-2.5870206,.39630565,-.089604594,1.7391117,-.24351603,-.17245182,1.5878561,.30460814,-.94542682,-.69551867,-.91208482,.31863782,-.14524865,-.554398,.45448446,-.69778746,-.35305282,.037298899,-.55647558,2014
-3.2103832,.35094681,-.089604594,1.3080852,-.24351603,-.22484134,1.5878561,.23854138,-1.2775688,-.068007462,-.91811109,.27893338,-.14612512,-.554398,.1676577,-.61659122,-.27996218,-.031849284,-.58791882,2015
-3.5828252,.38913301,-.089604594,1.3577042,-.24351603,-.20840934,1.5878561,.21289162,-1.2775688,.029228758,-.95976669,.27975971,-.14814627,-.54787403,-.11335564,-.78845555,-.27814186,-.15349294,-.53748143,2016
-3.3581598,.24821034,-.089604594,1.0250454,-.24351603,-.20758262,1.5878561,.23472212,-1.266151,-.22245653,-.95568705,.29778945,-.14291115,-.54494447,-.57456344,-.32408905,-.32053915,-.17795289,-.54171634,2017
-3.6980357,.28108647,-.089604594,1.4042143,-.24351603,-.20223475,1.5878561,.24472423,-1.2514559,-.34017304,-.95643574,.3047626,-.14495513,-.54162329,-.70116788,-.41720629,-.4007782,-.16412863,-.52997267,2018
-4.9777584,.3029955,-.089604594,1.4630358,-.24351603,-.26103866,1.5878561,.17910701,.15936638,-.032810293,-.97604012,.26342726,-.14354043,-.5212664,-.61084914,-.31827614,-.40413165,-.074866675,-.49239677,2019
-4.8111219,.028265953,-.089604594,.68355691,-.24351603,-.29082209,1.5878561,.21422856,-1.0690621,-.31551328,-.93946636,.26728213,-.14305577,-.52625138,-.61342001,-.30314606,-.28661129,.015219737,-.59376311,2020
-4.2518892,.3363688,-.089604594,-.85463279,.25007558,1.3038852,-1.7984813,-.5738191,1.7519715,-.99638402,-.98368454,.052336313,-.16126011,-.21410562,-.9283368,.78878343,-.4054442,.18148932,.32770142,2013
-4.7904749,-.34275064,-.089604594,.30500993,.11996528,1.3038852,-1.7984813,.25049463,1.7519715,-.99638402,-.98535746,.072754756,-.14889696,-.21757622,-.82844645,.87436759,-.48613989,-.062886015,.30761525,2014
-9.8611002,.49737495,-.089604594,.22989734,.13601874,1.3038852,-1.7984813,.21151085,1.7519715,-.99638402,-.89052057,.081856728,-.15223329,-.21905898,-1.0794364,.4081797,-.50670284,-.216746,.020939255,2015
-5.5456061,-.52213413,-.089604594,-.0015337684,.064922616,1.3038852,-1.7984813,.31456837,1.674884,-.99638402,-.76892525,.1085495,-.14629669,-.22262953,-.67677087,.53934419,-.4713544,-.097961664,-.010425013,2016
-4.6347609,-.3168219,-.089604594,.40375048,.015828287,1.3038852,-1.7984813,.6736871,1.6923512,-.99638402,-.77625984,.18634714,-.067094594,-.21701154,.039090194,-.69068724,-.42030805,.088310964,-.13998598,2017
-4.7965579,.36579257,-.089604594,.32789183,.043738324,1.3038852,-1.7984813,.23201023,1.7519715,-.99638402,-.88029826,.19674043,-.090040818,-.22345547,.45067164,.099225864,-.30196607,.090380765,-.16950333,2018
-4.1622076,-.3878651,-.089604594,.38236088,.088297307,1.3038852,-1.7984813,-.14875174,1.7450031,-.71701247,-.5657711,.18536873,-.057915181,-.21503432,.21829708,.1402384,-.29394117,.27591401,-.049423203,2019
-4.039238,-.030434377,-.089604594,.094968438,.093778051,1.3038852,-1.7984813,-.60496426,1.7519715,-.80233932,-.72220355,.14811298,-.13893777,-.21390015,-.38684177,.8698281,-.31372631,.77775675,-.28764099,2020
-2.1257596,.16733508,-.089604594,.46331808,-.24351603,-.4017258,-.27439448,.36203262,1.6737678,-.084187873,-.18808061,.25489268,-.13866414,-.16210869,1.4229646,.37063134,-1.0770401,.66789073,-.26143762,2007
-4.4732661,.89226997,-.089604594,-.057619438,-.24351603,-.34380165,-.1530174,.19692452,-.32536647,2.0964384,-.058319394,.22986704,-.13281457,-.17169717,1.4249744,-.13075797,-1.0770401,.33734334,-.27975878,2008
-6.2054105,.59813982,-.089604594,.47152576,-.24351603,-.32495749,-.084238514,.050521784,.22777313,.7917465,-.28372169,.2167929,-.14724474,-.1700884,1.0466166,-.28140533,-1.0770401,-.010735673,-.46150216,2009
-4.2205386,.57147622,-.089604594,1.0951835,-.24351603,-.25253025,-.18118344,.38702354,.20371164,-.44418272,.20441073,.26042315,-.13197479,-.1796108,.52989835,-.058642667,-1.0770401,-.21056069,-.51465279,2010
-3.4246359,.92392558,-.089604594,1.0377299,-.24351603,-.19989415,-.21478918,.27928928,.48996314,-.92509234,.5003686,.29210854,-.11925843,-.17172816,.41277525,-.095895164,-1.0770401,-.069686979,-.40015587,2011
-4.1759763,.84107089,-.089604594,.76140541,-.24351603,-.19388504,-.13830137,.12687348,.543769,-.64628369,.37606061,.28214097,-.12226384,-.15898213,.41395491,-.22298984,-1.0770401,-.018669309,-.39571556,2012
-2.3106163,.60421115,-.089604594,.48035535,-.24351603,-.19340165,-.017947907,.11304658,.61088914,-.18032925,.45543179,.25980288,-.095110394,-.14737226,.2744931,-.22328432,-1.0770401,-.12300593,-.28026146,2013
-2.5823152,1.1191566,-.089604594,.32478291,-.24351603,-.14326663,-.010512332,.23899738,.76661372,-.45458314,.36604553,.26915023,.016674627,-.15552105,.40950668,-.20239681,-1.0770401,-.25231177,-.24605756,2014
-3.0436463,.81892997,-.089604594,.2316384,-.24351603,-.19050257,.14704899,.082073048,.27644491,.6434173,.4387877,.24036241,-.0082932962,-.15512648,.23168555,-.35233465,-1.0596789,-.40391463,-.41843924,2015
-3.776387,.36325014,-.089604594,-.1762574,-.24351603,-.12326958,.12318126,.062936641,.28408286,.4275623,.3669571,.24187338,.0020480969,-.15192728,.12538311,-.31045708,-1.0488746,-.58167648,-.32517001,2016
-5.65343,.34446937,-.089604594,.1143683,-.24351603,-.05650764,.10956162,.015920186,-.10712396,-.10642586,.65275103,.2511133,-.091711737,-.15479957,.037362732,-.35243636,-1.0664008,-.48665819,-.31168595,2017
-3.6926453,.57112378,-.089604594,-.46128696,-.24351603,-.0083836708,.12244549,.29614991,.071215667,-.31909564,.55405009,.26684448,-.068252027,-.1692647,-.12015747,-.58769554,-1.0384405,-.26196936,-.11304309,2018
-5.6470823,1.1526356,-.089604594,.18861032,-.24351603,.0064939,.15924603,.39849028,.095979698,-.71978581,.74026352,.28801328,-.086519904,-.19865216,.10260244,-.47050688,-1.0367672,.13716151,.0074921562,2019
-5.5931292,.46139339,-.089604594,.60844451,-.24351603,-.037507765,.25637236,.22101885,-.20141691,-.24812941,.57313347,.28657368,-.13218099,-.1917014,.21140243,-.7779277,-1.0163497,.49636695,-.45764595,2020
-5.9232674,.30649772,-.089604594,-.91581714,-.24351603,-.35326949,.047226641,.48246175,-.68033254,-.49720165,.45061114,.26563448,.13874772,-.36444506,.25799158,-.82012165,-.99365914,-1.396577,1.570389,2007
-6.4076362,-.088394821,-.089604594,-.71012825,-.24351603,-.32144168,.12990196,.46941823,-.40943515,-.53128964,.39900166,.28619471,.041102152,-.3758162,.25617263,-.84941077,-.94995791,1.3876786,1.8386815,2008
-7.03192,.37061682,-.089604594,-.20025855,-.24351603,-.25701949,.053043682,.42031041,-.089887828,-.50189018,.50950843,.3004522,-.076782897,-.3745676,.28653249,-.68807006,-.93909484,1.3876786,1.8386815,2009
-6.3321314,.40498325,-.089604594,.2349961,-.24351603,-.24585399,.11329699,.468512,.066631392,-.55881631,.24763782,.30528474,-.022610473,-.3703694,-.09307497,-.15069616,-.90663081,1.3876786,1.8386815,2010
-8.6657848,.20136738,-.089604594,.29655355,-.24351603,-.23586209,.18580115,.5481385,.14732571,-.66433448,.13953134,.33439979,-.093633279,-.35925299,-.39696962,-.10539118,-.92335606,.54558837,1.5491607,2011
-6.2028208,.2106003,-.089604594,.33249304,-.24351603,-.1985833,.18699047,.63801956,.19150692,-.68475461,.11228361,.20306534,-.12296089,-.35421488,-.37740311,-.12252554,-.90035182,-.42189214,.050171927,2012
-4.9342775,.38422304,-.089604594,.35475323,-.24351603,-.16636942,.19098765,.59403414,.15615673,-.78494996,.22541657,.24531318,-.10787337,-.36133114,-.203153,-.041115914,-.88491124,-.11184656,.013223158,2013
-5.9462619,.4100399,-.089604594,.70880169,-.24351603,-.17403203,.24663731,.56207216,.080946103,-.59107965,.1754574,.26284647,-.079451151,-.35610262,.057563692,-.51168287,-.90564561,.13575566,-.25547767,2014
-6.1894507,.51913911,-.089604594,.084646657,-.24351603,-.13402767,.2101254,.48546529,-.20145296,-.369371,.34864143,.2702547,-.11560091,-.35663971,-.10984819,-.42775342,-.86581159,-.14024076,-.32557532,2015
-6.1223879,.58711302,-.089604594,.31868923,-.24351603,-.12193429,.20412989,.45180118,-.19795008,-.41096687,.36492875,.2799927,-.13670315,-.42460471,-.49163237,-.7124421,-.86458689,-.3956534,-.59376311,2016
-6.5638237,.4214423,-.089604594,.66801214,-.24351603,-.15085909,.25643554,.49591106,.17915787,-.50035763,.25251806,.29794827,-.11449383,-.42028913,-.71756244,-.81959009,-.7913335,-.39727163,-.59376311,2017
-6.2277308,.36575806,-.089604594,.46816817,-.24351603,-.13995177,.25562802,.38934749,.15529102,-.54717606,.33349934,.31258288,-.096093744,-.34740144,-.64660072,-.72346562,-.84698331,-.14677489,-.31531972,2018
-6.4629893,.258762,-.089604594,1.046435,-.24351603,-.15524925,.29718187,.5246554,-.0099571161,-.49314579,.4415676,.31780967,-.11602592,-.42316684,-.36385247,-.36047298,-.85506773,.12806606,-.26978195,2019
-6.0278697,.45928025,-.089604594,.73802596,-.24351603,-.16288638,.32114744,.48340058,.033474326,-.42724243,.68908519,.33301443,-.11750422,-.45441574,-.09457241,-.52116001,-.80592269,.31676254,-.44656086,2020
-1.2263688,-.17840599,.23021112,1.0107442,-.24351603,-.34716499,1.5878561,.10352062,-.83046681,.38644803,-.087840088,.18475929,-.146722,-.554398,-.51358199,.026616054,1.2725629,.056523938,-.41539711,2018
-1.2788736,-.18516833,.23021112,.61068285,-.24351603,-.16725492,1.5878561,-.016673831,-1.2775688,.52524924,-.31718412,.1078449,-.14020242,-.55414772,.30745313,.61601859,.20385361,.03666601,-.43748552,2019
-1.2720926,-.33285618,.23021112,-.25522497,-.24351603,-.20350149,1.5878561,-.14453763,-1.0537609,.66655552,-.34462795,.10094835,-.14945817,-.5515455,-.75219595,1.7260784,.011225466,.14148693,-.55863684,2020
-3.5859144,.096793048,-.089604594,-.43517169,-.24351603,-.42748594,.55308467,.31435129,-.57717222,-.47998205,-.41337994,.22271165,-.15590489,-.48069066,.0088924794,-.78094172,-.14124654,.17856826,-.55146068,2007
-3.8397849,.15527731,-.089604594,-.31466833,-.24351603,-.42004648,.62195253,.46503797,-.59508258,-.068515286,-.43142468,.22975634,-.15322143,-.54588401,.26094478,-.42536598,-.091409951,.33533585,-.39905006,2008
-3.6809647,.43902054,-.089604594,-.072418086,-.24351603,-.41560987,.65002126,.42768121,-.27408573,-.45247567,-.45715895,.25838986,-.15181343,-.52906889,.51326859,-.39218274,-.25011015,.49227232,-.38482669,2009
-3.862195,.73987406,-.089604594,-.13621397,-.24351603,-.41274372,.67500335,.37256098,-.3024033,-.58491224,-.46711472,.27665544,-.15373792,-.38689634,.41852733,-.45573023,-.28815988,.4333466,-.41206509,2010
-4.5892496,.83846247,-.089604594,-.084729522,-.24351603,-.40762222,.69347197,.3953954,-.24716227,-.51957458,-.47215205,.29269049,-.15201594,-.39124891,-.053693548,-.090712488,-.39645001,.13964197,-.25560731,2011
-4.2626386,.84835654,-.089604594,.31968415,-.24351603,-.40260458,.71405613,.39732257,-.30424288,-.35410944,-.43158984,.31180763,-.15152068,-.39226586,-.34271994,-.41770038,-.37038165,-.040122204,-.39576435,2012
-3.3923895,.7222358,-.089604594,.21099484,-.24351603,-.40049654,.73769504,.41027758,-.22020055,-.44386712,-.39238122,.33095893,-.15310608,-.3908481,-.40889075,-.52261227,-.61265111,-.081278093,-.44073278,2013
-3.5286777,.66399443,-.089604594,.36544812,-.24351603,-.39372686,.73061466,.44273975,-.16992404,-.30168381,-.40837294,.35107306,-.15195574,-.39445353,-.21853068,-.62861449,-.64257908,.037119113,-.48616859,2014
-3.1446683,.71414053,-.089604594,-.2266226,-.24351603,-.38889784,.74451822,.23270103,-.25370079,.28069147,-.35223055,.34656075,-.15615569,-.40130609,-.18781373,-.70469379,-.64475262,.056223974,-.5187785,2015
-3.3341486,.85774451,-.089604594,-1.3211013,-.24351603,-.3775408,.70300716,.13446139,-.3104898,.11593048,-.31876567,.35770294,-.15378739,-.39975727,-.48904487,-.64533848,-.68904489,-.13113113,-.49333701,2016
-3.5749753,1.2199796,-.089604594,.47127709,-.24351603,-.38018012,.72460955,.023000738,-.16101089,.23643105,-.42635933,.35096124,-.15775254,-.46701002,-.82564384,-.54032105,-.69052821,-.34048373,-.44832334,2017
-2.9378836,1.2697638,-.089604594,-.089828283,-.24351603,-.37272388,.69276494,.1255537,-.091317639,.27569702,-.45557562,.36148131,-.15805556,-.48110196,-1.098196,-.7421788,-.70884085,-.51000148,-.53484571,2018
-2.9972935,1.2762674,-.089604594,.011275128,-.24351603,-.37645617,.72557074,.22913668,-.086562984,.077044874,-.31729111,.35802469,-.1556405,-.46665534,-1.0446804,-.57033944,-.62882584,-.47671667,-.46119013,2019
-2.9339597,1.1166122,-.089604594,-.12788194,-.24351603,-.38453212,.76538169,.10924771,.1534725,.59619808,-.38151908,.33983684,-.15622544,-.4633593,-.77742231,-.4208667,-.58134383,-.31049165,-.39712152,2020
-2.8692257,.008003246,-.089604594,.34729177,.1238369,-.087133929,-1.7984813,.0023240519,.6739642,.40350747,-.1172982,.27272037,-.10814815,1.4681015,-.14117351,-.4038448,-.37010637,.11821633,-.53626597,2007
-3.336235,-.12408462,-.089604594,.08700943,.34537935,.019608105,-1.7984813,-1.3179337,-.32632288,1.7082981,-.083168045,.12550287,.38085708,1.5454326,-.49335676,-.23639187,-.42084143,.16118665,-.49410689,2008
-3.29913,-.49276093,-.089604594,.57623565,.53591436,.095506243,-1.7984813,.045172535,-.26552218,1.610689,-.054224845,.12524876,.37425926,1.5598314,.17977956,.98728859,-.44359696,.28761181,-.49265859,2009
-4.6935086,-.5038895,-.089604594,-.18073426,.56169301,.1916711,-1.7984813,.13433842,.12702265,1.1647923,.1971868,.13058376,.38085708,3.7547891,.57598966,.61696637,-.42348492,.26214257,-.51005286,2010
